Node_ID,Roster_Code,School_Code,Class_Code,Label_Available,Q1_Gender,Q2_Age,Q3_Form,Q4_SchoolType,Q5_Programme,Q6_Residence,Q7_ParentEdu,Q8_FinDifficulty,Q10_MathsScore,Q11_EnglishScore,Q12_CAScore,Q13_AssignRate,Q14_Repeated,Q15_DaysAttend,Q16_DaysMissed,Q17_Lateness,Q18_Belonging,Q19_EnjoyLearn,Q20_StudyOwnWill,Q21_CanPass,Q22_SetGoals,Q23_Confident,Q24_PlanContinue,Q25_TeachersCare,Q26_HasSupport,Q27_StudyHours,Q28_QuietPlace,Q29_OutsideWork,Q31_StudyFreq,Q32_TurnToFirst,Q33_StudyGroup,Q34_ExamConfidence,Q35_Interest,TARGET_AtRisk
SCH-PGIRLS_1HE1_001,001,SCH-PGIRLS,1HE1,1,Female,15,Form 1,Public,Home Economics,Boarding,SHS,Usually not a problem,49,62,50,9-10 out of 10,No,5,0,Never,Mostly belong,5,5,5,4,4,5,4,4,3-5 hrs/wk,Always,None,Almost every day,Manage alone,Sometimes informal,Very confident,Somewhat interested,0
SCH-PGIRLS_1HE1_002,002,SCH-PGIRLS,1HE1,1,Female,15,Form 1,Public,Home Economics,Boarding,Tertiary,Usually not a problem,26,53,45,6-8 out of 10,No,5,0,Sometimes,Mostly belong,5,5,5,5,4,5,4,3,0-2 hrs/wk,Always,None,Almost every day,No one,No,Very confident,Not at all,1
SCH-PGIRLS_1HE1_003,003,SCH-PGIRLS,1HE1,1,Female,15,Form 1,Public,Home Economics,Boarding,SHS,Sometimes difficult,40,50,49,6-8 out of 10,No,5,0,Never,Strongly belong,5,5,5,5,5,5,5,3,3-5 hrs/wk,Always,Heavy housework,Almost every day,A teacher,Regular group,Very confident,Somewhat interested,1
SCH-PGIRLS_1HE1_004,004,SCH-PGIRLS,1HE1,1,Female,16,Form 1,Public,Home Economics,Boarding,SHS,Very difficult,21,25,35,6-8 out of 10,No,5,0,Sometimes,Strongly belong,4,5,4,3,4,4,3,5,0-2 hrs/wk,Sometimes,Paid work,Almost every day,A classmate,Regular group,Very confident,Not very,1
SCH-PGIRLS_1HE1_005,005,SCH-PGIRLS,1HE1,1,Female,16,Form 1,Public,Home Economics,Boarding,Tertiary,Never a problem,21,3,35,6-8 out of 10,No,5,0,Never,Strongly belong,4,5,5,4,4,5,5,5,0-2 hrs/wk,Sometimes,Heavy housework,Almost every day,A classmate,No,Very confident,Very interested,1
SCH-PGIRLS_1HE1_006,006,SCH-PGIRLS,1HE1,1,Female,17,Form 1,Public,Home Economics,Boarding,Tertiary,Sometimes difficult,24,56,,9-10 out of 10,No,5,0,Never,Strongly belong,5,5,5,4,4,5,5,1,6-8 hrs/wk,Always,None,Almost every day,A teacher,Regular group,Very confident,Very interested,1
SCH-PGIRLS_1HE1_007,007,SCH-PGIRLS,1HE1,1,Female,15,Form 1,Public,Home Economics,Boarding,Tertiary,Never a problem,23,35,12,6-8 out of 10,No,5,0,Never,Strongly belong,3,5,5,4,4,5,5,5,0-2 hrs/wk,Always,Heavy housework,Almost every day,A classmate,Sometimes informal,Fairly confident,Somewhat interested,1
SCH-PGIRLS_1HE1_008,008,SCH-PGIRLS,1HE1,1,Female,17,Form 1,Public,Home Economics,Boarding,Tertiary,Never a problem,40,45,,6-8 out of 10,No,5,0,Never,Mostly belong,1,1,5,5,5,5,5,2,3-5 hrs/wk,Always,None,Almost every day,A teacher,Regular group,Very confident,Very interested,1
SCH-PGIRLS_1HE1_009,009,SCH-PGIRLS,1HE1,1,Female,15,Form 1,Public,Home Economics,Boarding,SHS,Never a problem,23,23,38,6-8 out of 10,No,5,0,Never,Mostly belong,1,1,4,1,3,5,5,5,6-8 hrs/wk,Always,None,Almost every day,No one,Regular group,Very confident,Very interested,1
SCH-PGIRLS_1HE1_010,010,SCH-PGIRLS,1HE1,1,Female,16,Form 1,Public,Home Economics,Boarding,Tertiary,Never a problem,40,70,55,6-8 out of 10,No,5,2,Never,Strongly belong,4,4,5,4,3,5,5,3,3-5 hrs/wk,Always,None,Almost every day,A classmate,No,Very confident,Very interested,0
SCH-PGIRLS_1HE1_011,011,SCH-PGIRLS,1HE1,1,Female,16,Form 1,Public,Home Economics,Boarding,Tertiary,Never a problem,78,80,68,9-10 out of 10,No,5,0,Never,Strongly belong,5,4,5,4,3,5,5,4,0-2 hrs/wk,Sometimes,Paid work,Almost every day,A classmate,Regular group,Very confident,Very interested,0
SCH-PGIRLS_1HE1_013,013,SCH-PGIRLS,1HE1,1,Female,16,Form 1,Public,Home Economics,Boarding,SHS,Sometimes difficult,85,70,70,9-10 out of 10,No,5,0,Never,Strongly belong,5,1,4,4,5,4,3,3,3-5 hrs/wk,Always,Heavy housework,A few times/wk,A classmate,No,Very confident,Very interested,0
SCH-PGIRLS_1HE1_014,014,SCH-PGIRLS,1HE1,1,Female,16,Form 1,Public,Home Economics,Boarding,Tertiary,Never a problem,60,80,56,9-10 out of 10,No,5,0,Never,Mostly belong,5,4,5,5,4,5,4,5,3-5 hrs/wk,Sometimes,None,A few times/wk,A teacher,Regular group,Fairly confident,Very interested,0
SCH-PGIRLS_1HE1_015,015,SCH-PGIRLS,1HE1,1,Female,16,Form 1,Public,Home Economics,Boarding,Primary,Sometimes difficult,40,95,60,9-10 out of 10,No,5,3,Often,Strongly not belong,5,5,5,3,1,5,5,5,8+ hrs/wk,Rarely/Never,None,Almost every day,Manage alone,Sometimes informal,Fairly confident,Not at all,0
SCH-PGIRLS_1HE1_016,016,SCH-PGIRLS,1HE1,1,Female,15,Form 1,Public,Home Economics,Boarding,Tertiary,Sometimes difficult,60,70,76,9-10 out of 10,No,5,0,Never,Strongly belong,4,5,5,4,5,5,4,5,6-8 hrs/wk,Always,Paid work,Almost every day,A teacher,Regular group,Very confident,Not very,1
SCH-PGIRLS_1HE1_017,017,SCH-PGIRLS,1HE1,1,Female,16,Form 1,Public,Home Economics,Boarding,Tertiary,Sometimes difficult,60,82,87,9-10 out of 10,No,5,0,Never,Strongly belong,4,5,5,4,5,5,4,5,8+ hrs/wk,Sometimes,Paid work,Almost every day,A classmate,Regular group,Very confident,Very interested,0
SCH-PGIRLS_1HE1_018,018,SCH-PGIRLS,1HE1,1,Female,17,Form 1,Public,Home Economics,Boarding,SHS,Sometimes difficult,30,40,46,6-8 out of 10,No,5,2,Never,Strongly belong,4,5,5,4,5,5,4,5,8+ hrs/wk,Sometimes,Paid work,Almost every day,A teacher,Regular group,Very confident,Very interested,1
SCH-PGIRLS_1HE1_019,019,SCH-PGIRLS,1HE1,0,Female,15,Form 1,Public,Home Economics,Boarding,Tertiary,Usually not a problem,,,,,No,,,,Strongly belong,5,5,5,4,5,5,4,5,0-2 hrs/wk,,None,About once/wk,A classmate,Regular group,Very confident,Not very,
SCH-PGIRLS_1HE1_020,020,SCH-PGIRLS,1HE1,1,Female,16,Form 1,Public,Home Economics,Boarding,SHS,Usually not a problem,73,88,,9-10 out of 10,No,5,0,Never,Not sure,5,4,5,5,4,5,4,3,3-5 hrs/wk,Always,None,Almost every day,Manage alone,Regular group,Very confident,Somewhat interested,0
SCH-PGIRLS_1HE1_021,021,SCH-PGIRLS,1HE1,1,Female,17,Form 1,Public,Home Economics,Boarding,JHS,Very difficult,42,50,52,6-8 out of 10,No,5,7,Sometimes,Mostly belong,5,5,5,5,4,5,3,4,0-2 hrs/wk,Always,Heavy housework,Almost every day,A classmate,Sometimes informal,Fairly confident,Somewhat interested,1
SCH-PGIRLS_1HE1_022,022,SCH-PGIRLS,1HE1,1,Female,16,Form 1,Public,Home Economics,Boarding,JHS,Sometimes difficult,70,65,,9-10 out of 10,No,5,13,Never,Mostly belong,5,5,5,5,5,5,5,5,0-2 hrs/wk,Always,None,Almost every day,Manage alone,Sometimes informal,Very confident,Very interested,0
SCH-PGIRLS_1HE1_023,023,SCH-PGIRLS,1HE1,1,Female,17,Form 1,Public,Home Economics,Boarding,JHS,Sometimes difficult,48,44,,9-10 out of 10,No,5,1,Never,Mostly belong,5,5,5,5,4,5,5,4,0-2 hrs/wk,Sometimes,Heavy housework,Almost every day,Manage alone,Sometimes informal,Very confident,Very interested,1
SCH-PGIRLS_1HE1_024,024,SCH-PGIRLS,1HE1,1,Female,16,Form 1,Public,Home Economics,Boarding,Tertiary,Sometimes difficult,26,41,27,9-10 out of 10,No,5,5,Never,Mostly belong,4,5,5,5,4,5,5,5,0-2 hrs/wk,Sometimes,Farming/trading,Almost every day,A teacher,Regular group,Very confident,Very interested,1
SCH-PGIRLS_1HE1_025,025,SCH-PGIRLS,1HE1,1,Female,16,Form 1,Public,Home Economics,Boarding,SHS,Sometimes difficult,23,32,,9-10 out of 10,No,5,0,Never,,5,5,5,4,5,5,5,3,3-5 hrs/wk,Always,Heavy housework,Almost every day,A classmate,Regular group,Very confident,Somewhat interested,1
SCH-PGIRLS_1HE1_026,026,SCH-PGIRLS,1HE1,1,Female,16,Form 1,Public,Home Economics,Boarding,JHS,Sometimes difficult,56,70,59.9,9-10 out of 10,No,5,2,Never,Strongly not belong,5,5,5,4,5,5,4,5,3-5 hrs/wk,Always,Paid work,Almost every day,A teacher,Regular group,Very confident,Not very,1
SCH-PGIRLS_1HE1_027,027,SCH-PGIRLS,1HE1,1,Female,16,Form 1,Public,Home Economics,Boarding,JHS,Sometimes difficult,42,40,40,6-8 out of 10,No,5,0,Never,Strongly belong,5,5,5,4,4,5,5,5,0-2 hrs/wk,Always,Paid work,Almost every day,A classmate,Regular group,Very confident,Very interested,1
SCH-PGIRLS_1HE1_028,028,SCH-PGIRLS,1HE1,1,Female,16,Form 1,Public,Home Economics,Boarding,SHS,Sometimes difficult,50,52,69,9-10 out of 10,No,5,2,Never,Strongly belong,5,5,5,4,5,5,4,4,0-2 hrs/wk,Sometimes,Paid work,Almost every day,A classmate,Sometimes informal,Very confident,Very interested,0
SCH-PGIRLS_1HE1_029,029,SCH-PGIRLS,1HE1,1,Female,16,Form 1,Public,Home Economics,Boarding,Tertiary,Sometimes difficult,39,50,63,9-10 out of 10,No,5,1,Never,Strongly belong,5,5,5,5,5,5,4,5,3-5 hrs/wk,Always,None,Almost every day,A teacher,Regular group,Very confident,Very interested,0
SCH-PGIRLS_1HE1_030,030,SCH-PGIRLS,1HE1,1,Female,16,Form 1,Public,Home Economics,Boarding,SHS,Sometimes difficult,54,60,77,9-10 out of 10,No,5,0,Never,Strongly belong,5,5,4,4,4,5,4,4,0-2 hrs/wk,Always,Heavy housework,Almost every day,A classmate,Regular group,Very confident,Somewhat interested,0
SCH-PGIRLS_1HE1_031,031,SCH-PGIRLS,1HE1,1,Female,16,Form 1,Public,Home Economics,Boarding,Tertiary,Sometimes difficult,59,60,80,9-10 out of 10,No,5,0,Never,Strongly belong,5,5,4,4,4,5,4,5,0-2 hrs/wk,Always,Heavy housework,A few times/wk,A classmate,Regular group,Very confident,Somewhat interested,0
SCH-PGIRLS_1HE1_032,032,SCH-PGIRLS,1HE1,1,Female,21,Form 1,Public,Home Economics,Boarding,Tertiary,Sometimes difficult,42,50,,9-10 out of 10,No,5,0,Never,Strongly belong,5,5,5,4,5,5,4,1,0-2 hrs/wk,Always,Heavy housework,Almost every day,Manage alone,Regular group,Very confident,Very interested,0
SCH-PGIRLS_1HE1_033,033,SCH-PGIRLS,1HE1,1,Female,15,Form 1,Public,Home Economics,Boarding,SHS,Usually not a problem,29,55,53.5,6-8 out of 10,No,5,11,Never,Not sure,2,5,5,3,5,5,5,5,0-2 hrs/wk,Always,None,Almost every day,A classmate,Regular group,Very confident,Not at all,1
SCH-PGIRLS_1HE1_034,034,SCH-PGIRLS,1HE1,1,Female,15,Form 1,Public,Home Economics,Boarding,Tertiary,Never a problem,69,72,92.7,9-10 out of 10,No,5,0,Never,Strongly belong,4,4,4,4,4,4,4,4,8+ hrs/wk,Always,Farming/trading,Almost every day,A classmate,Regular group,Very confident,Not at all,0
SCH-PGIRLS_1SC1_001,001,SCH-PGIRLS,1SC1,1,Female,16,Form 1,Public,General Science,Boarding,Tertiary,Never a problem,73,9,,9-10 out of 10,No,5,14,Never,Strongly not belong,4,5,5,5,4,5,4,4,0-2 hrs/wk,Always,None,Almost every day,A classmate,Sometimes informal,Very confident,Not very,0
SCH-PGIRLS_1SC1_002,002,SCH-PGIRLS,1SC1,1,Female,13,Form 1,Public,General Science,Boarding,Tertiary,Never a problem,90,63,58,9-10 out of 10,No,5,0,Never,Not sure,4,4,4,4,4,4,4,5,8+ hrs/wk,Always,None,Almost every day,A classmate,Regular group,Very confident,Very interested,0
SCH-PGIRLS_1SC1_003,003,SCH-PGIRLS,1SC1,1,Female,16,Form 1,Public,General Science,Boarding,Tertiary,Sometimes difficult,55,69,50.9,9-10 out of 10,No,5,0,Never,Strongly belong,5,5,5,5,3,5,1,5,0-2 hrs/wk,Always,None,Almost every day,A classmate,Sometimes informal,Worried,Not very,0
SCH-PGIRLS_1SC1_004,004,SCH-PGIRLS,1SC1,1,Female,14,Form 1,Public,General Science,Boarding,Tertiary,Never a problem,81,75,80,6-8 out of 10,No,5,0,Never,Strongly not belong,1,5,5,5,5,5,1,1,8+ hrs/wk,Sometimes,None,Almost every day,A classmate,Sometimes informal,Very worried,Not very,0
SCH-PGIRLS_1SC1_005,005,SCH-PGIRLS,1SC1,1,Female,15,Form 1,Public,General Science,Boarding,JHS,Usually not a problem,62,72,60,6-8 out of 10,No,5,0,Never,Mostly belong,5,5,5,5,5,5,4,4,6-8 hrs/wk,Always,None,A few times/wk,A classmate,Sometimes informal,Worried,Not very,0
SCH-PGIRLS_1SC1_006,006,SCH-PGIRLS,1SC1,1,Female,15,Form 1,Public,General Science,Boarding,Tertiary,Usually not a problem,75,70,60,9-10 out of 10,No,5,3,Never,Mostly belong,5,5,5,5,5,5,4,4,3-5 hrs/wk,Sometimes,None,Almost every day,A classmate,Regular group,Fairly confident,Somewhat interested,0
SCH-PGIRLS_1SC1_007,007,SCH-PGIRLS,1SC1,1,Female,15,Form 1,Public,General Science,Boarding,SHS,Very difficult,45,70,60,6-8 out of 10,No,5,0,Never,Strongly not belong,5,5,5,3,3,5,5,4,0-2 hrs/wk,Always,Heavy housework,Almost every day,A classmate,No,Very worried,Not very,0
SCH-PGIRLS_1SC1_008,008,SCH-PGIRLS,1SC1,1,Female,16,Form 1,Public,General Science,Boarding,Tertiary,Never a problem,58,58,60,9-10 out of 10,No,5,0,Never,Strongly not belong,5,5,5,5,5,5,3,3,3-5 hrs/wk,Always,None,Almost every day,A classmate,Sometimes informal,Very worried,Very interested,1
SCH-PGIRLS_1SC1_009,009,SCH-PGIRLS,1SC1,1,Female,14,Form 1,Public,General Science,Boarding,Primary,Sometimes difficult,50,56,55,9-10 out of 10,No,5,3,Never,Strongly belong,5,5,5,5,5,5,5,5,6-8 hrs/wk,Always,None,Almost every day,A classmate,No,Very confident,Very interested,1
SCH-PGIRLS_1SC1_010,010,SCH-PGIRLS,1SC1,1,Female,14,Form 1,Public,General Science,Boarding,JHS,Usually not a problem,84,80,80,9-10 out of 10,No,5,0,Never,Strongly belong,5,5,5,4,5,5,5,5,3-5 hrs/wk,Always,None,Almost every day,A classmate,Sometimes informal,Fairly confident,Somewhat interested,0
SCH-PGIRLS_1SC1_011,011,SCH-PGIRLS,1SC1,1,Female,15,Form 1,Public,General Science,Boarding,Tertiary,Sometimes difficult,72,70,77,9-10 out of 10,No,5,0,Never,Not sure,5,5,4,4,5,5,3,5,3-5 hrs/wk,Always,None,Almost every day,A classmate,Sometimes informal,Worried,Somewhat interested,0
SCH-PGIRLS_1SC1_012,012,SCH-PGIRLS,1SC1,1,Female,16,Form 1,Public,General Science,Boarding,SHS,Usually not a problem,90,72,79,9-10 out of 10,No,5,0,Never,Not sure,4,5,4,4,3,5,3,4,3-5 hrs/wk,Always,None,Almost every day,A classmate,Sometimes informal,Fairly confident,Somewhat interested,0
SCH-PGIRLS_1SC1_013,013,SCH-PGIRLS,1SC1,1,Female,15,Form 1,Public,General Science,Boarding,Tertiary,Sometimes difficult,92,67,98,9-10 out of 10,No,5,0,Never,Not sure,5,5,5,5,4,5,3,3,3-5 hrs/wk,Sometimes,None,A few times/wk,Manage alone,Sometimes informal,Fairly confident,Very interested,0
SCH-PGIRLS_1SC1_014,014,SCH-PGIRLS,1SC1,1,Female,15,Form 1,Public,General Science,Boarding,SHS,Usually not a problem,72,66,78,9-10 out of 10,No,5,0,Never,Mostly belong,5,5,5,4,4,5,2,1,3-5 hrs/wk,Always,None,A few times/wk,A classmate,No,Fairly confident,Very interested,0
SCH-PGIRLS_1SC1_015,015,SCH-PGIRLS,1SC1,1,Female,15,Form 1,Public,General Science,Boarding,Primary,Sometimes difficult,48,64,57,9-10 out of 10,No,5,2,Often,Strongly belong,5,4,5,5,4,5,3,4,0-2 hrs/wk,Sometimes,Heavy housework,A few times/wk,Manage alone,No,Very confident,Not at all,0
SCH-PGIRLS_1SC1_016,016,SCH-PGIRLS,1SC1,1,Female,15,Form 1,Public,General Science,Boarding,Tertiary,Usually not a problem,64,,55,6-8 out of 10,No,5,8,Never,Strongly belong,5,5,5,5,5,5,5,5,0-2 hrs/wk,Always,None,Almost every day,A classmate,No,Not sure,Not very,0
SCH-PGIRLS_1SC1_017,017,SCH-PGIRLS,1SC1,1,Female,16,Form 1,Public,General Science,Boarding,JHS,Sometimes difficult,35,57,55,9-10 out of 10,No,5,9,Never,Strongly belong,5,5,5,5,5,5,5,5,0-2 hrs/wk,Sometimes,None,Almost every day,A classmate,No,Worried,Not very,1
SCH-PGIRLS_1SC1_018,018,SCH-PGIRLS,1SC1,1,Female,16,Form 1,Public,General Science,Boarding,Tertiary,Usually not a problem,56,54,55,9-10 out of 10,No,5,0,Never,Strongly belong,4,4,5,4,3,5,4,5,0-2 hrs/wk,Sometimes,Heavy housework,A few times/wk,A classmate,No,Worried,Somewhat interested,1
SCH-PGIRLS_1SC1_019,019,SCH-PGIRLS,1SC1,1,Female,16,Form 1,Public,General Science,Boarding,Tertiary,Usually not a problem,54,78,85,9-10 out of 10,No,5,0,Never,Mostly belong,5,5,5,5,4,5,4,4,0-2 hrs/wk,Always,None,A few times/wk,A classmate,No,Fairly confident,Not very,0
SCH-PGIRLS_1SC1_020,020,SCH-PGIRLS,1SC1,1,Female,15,Form 1,Public,General Science,Boarding,JHS,Sometimes difficult,55,69,45,9-10 out of 10,No,5,0,Never,Mostly belong,4,5,5,4,4,5,5,3,3-5 hrs/wk,Sometimes,Heavy housework,A few times/wk,A classmate,No,Very confident,Not very,0
SCH-PGIRLS_1SC1_021,021,SCH-PGIRLS,1SC1,1,Female,15,Form 1,Public,General Science,Boarding,Unknown,Never a problem,56,52,63,9-10 out of 10,No,5,0,Never,Mostly belong,5,5,5,5,5,5,5,5,6-8 hrs/wk,Always,None,A few times/wk,A teacher,No,Worried,Somewhat interested,0
SCH-PGIRLS_1SC1_022,022,SCH-PGIRLS,1SC1,1,Female,16,Form 1,Public,General Science,Boarding,SHS,Usually not a problem,68,82,70,9-10 out of 10,No,5,0,Never,Mostly belong,5,5,5,5,4,5,3,5,3-5 hrs/wk,Always,None,A few times/wk,A classmate,Regular group,Very confident,Not at all,0
SCH-PGIRLS_1SC1_023,023,SCH-PGIRLS,1SC1,1,Female,16,Form 1,Public,General Science,Boarding,Tertiary,Never a problem,95,88,88,9-10 out of 10,No,5,0,Never,Mostly not belong,5,5,5,4,4,5,3,5,0-2 hrs/wk,Sometimes,Heavy housework,Almost every day,A classmate,Sometimes informal,Very confident,Somewhat interested,0
SCH-PGIRLS_1SC1_024,024,SCH-PGIRLS,1SC1,1,Female,16,Form 1,Public,General Science,Boarding,SHS,Sometimes difficult,56,55,93,9-10 out of 10,No,5,0,Never,Not sure,5,5,5,5,5,5,4,3,0-2 hrs/wk,Always,None,A few times/wk,A classmate,Sometimes informal,Fairly confident,Somewhat interested,0
SCH-PGIRLS_1SC1_025,025,SCH-PGIRLS,1SC1,1,Female,14,Form 1,Public,General Science,Boarding,SHS,Sometimes difficult,97.1,87,86,9-10 out of 10,No,5,0,Never,Strongly belong,5,5,5,5,4,5,4,5,3-5 hrs/wk,Sometimes,Heavy housework,A few times/wk,A classmate,Sometimes informal,Not sure,Somewhat interested,0
SCH-PGIRLS_1SC1_026,026,SCH-PGIRLS,1SC1,1,Female,16,Form 1,Public,General Science,Boarding,SHS,Never a problem,73,65,70,9-10 out of 10,No,5,8,Never,Strongly belong,5,5,5,5,5,5,4,5,0-2 hrs/wk,Always,None,Almost every day,A classmate,Regular group,Very confident,Not very,0
SCH-PGIRLS_1SC1_027,027,SCH-PGIRLS,1SC1,1,Female,15,Form 1,Public,General Science,Boarding,JHS,Sometimes difficult,53,68,55.5,9-10 out of 10,No,5,3,Never,Strongly belong,5,5,5,5,5,5,5,3,0-2 hrs/wk,Always,None,A few times/wk,A classmate,Regular group,Very worried,Not at all,0
SCH-PGIRLS_1SC1_028,028,SCH-PGIRLS,1SC1,1,Female,17,Form 1,Public,General Science,Boarding,Tertiary,Usually not a problem,40,68,70,9-10 out of 10,No,5,2,Sometimes,Not sure,5,5,5,5,4,5,3,4,0-2 hrs/wk,Sometimes,None,A few times/wk,A classmate,No,Very worried,Somewhat interested,0
SCH-PGIRLS_1SC1_029,029,SCH-PGIRLS,1SC1,1,Female,15,Form 1,Public,General Science,Boarding,Tertiary,Sometimes difficult,80,60,70,9-10 out of 10,No,5,0,Never,Mostly not belong,5,5,5,5,4,5,3,5,0-2 hrs/wk,Sometimes,None,A few times/wk,A classmate,No,Fairly confident,Somewhat interested,0
SCH-PGIRLS_1SC1_030,030,SCH-PGIRLS,1SC1,1,Female,15,Form 1,Public,General Science,Boarding,SHS,Never a problem,35,62,80,9-10 out of 10,No,5,5,Never,Mostly not belong,5,5,5,5,4,5,3,3,0-2 hrs/wk,Always,None,A few times/wk,A classmate,No,Very worried,Not at all,0
SCH-PGIRLS_1SC1_031,031,SCH-PGIRLS,1SC1,1,Female,16,Form 1,Public,General Science,Boarding,Tertiary,Sometimes difficult,94,71,91,9-10 out of 10,No,5,0,Never,Not sure,5,5,5,4,5,5,3,1,0-2 hrs/wk,Always,Heavy housework,Almost every day,A classmate,Sometimes informal,Worried,Very interested,0
SCH-PGIRLS_1SC1_032,032,SCH-PGIRLS,1SC1,1,Female,16,Form 1,Public,General Science,Boarding,Tertiary,Sometimes difficult,52,59,73,9-10 out of 10,No,5,0,Never,Mostly not belong,5,5,5,5,5,5,3,5,0-2 hrs/wk,Always,None,A few times/wk,A classmate,No,Worried,Somewhat interested,0
SCH-PGIRLS_1SC1_033,033,SCH-PGIRLS,1SC1,1,Female,16,Form 1,Public,General Science,Boarding,SHS,Sometimes difficult,65,64,66,9-10 out of 10,No,5,0,Never,Mostly belong,5,5,5,5,5,5,3,5,0-2 hrs/wk,Sometimes,None,A few times/wk,A classmate,Sometimes informal,Fairly confident,Somewhat interested,0
SCH-PGIRLS_1SC1_034,034,SCH-PGIRLS,1SC1,1,Female,15,Form 1,Public,General Science,Boarding,SHS,Sometimes difficult,62,73,70,9-10 out of 10,No,5,0,Never,Mostly belong,5,5,5,5,4,5,4,5,0-2 hrs/wk,Always,None,A few times/wk,A classmate,Sometimes informal,Not sure,Very interested,0
SCH-PGIRLS_1SC1_035,035,SCH-PGIRLS,1SC1,1,Female,17,Form 1,Public,General Science,Boarding,JHS,Sometimes difficult,82,70,70,9-10 out of 10,No,5,0,Never,Mostly belong,5,5,5,5,5,5,4,5,3-5 hrs/wk,Always,Heavy housework,Almost every day,A classmate,Sometimes informal,Very worried,Not very,0
SCH-PGIRLS_1 SC1_036,036,SCH-PGIRLS,1 SC1,1,Female,15,Form 1,Public,General Science,Boarding,SHS,Sometimes difficult,70,78,88,9-10 out of 10,No,5,0,Never,Mostly not belong,5,5,5,5,4,5,4,5,3-5 hrs/wk,Always,Paid work,Almost every day,A classmate,Regular group,Very confident,Not at all,0
SCH-PGIRLS_1 SC1_037,037,SCH-PGIRLS,1 SC1,1,Female,13,Form 1,Public,General Science,Boarding,JHS,Sometimes difficult,77,69,81,9-10 out of 10,No,5,0,Never,Mostly belong,5,5,5,4,5,5,3,4,0-2 hrs/wk,Sometimes,Heavy housework,A few times/wk,A classmate,Regular group,Very confident,Somewhat interested,0
SCH-PGIRLS_1 SC1_038,038,SCH-PGIRLS,1 SC1,1,Female,15,Form 1,Public,General Science,Boarding,SHS,Very difficult,70,84,73,9-10 out of 10,No,5,0,Never,Mostly belong,4,5,5,5,2,5,1,3,3-5 hrs/wk,Sometimes,None,A few times/wk,A classmate,No,Very confident,Not very,0
SCH-PGIRLS_1 SC1_039,039,SCH-PGIRLS,1 SC1,1,Female,16,Form 1,Public,General Science,Day,Tertiary,Usually not a problem,78,85,69,9-10 out of 10,No,4,5,Sometimes,Mostly not belong,5,5,5,4,4,5,2,5,6-8 hrs/wk,Sometimes,Farming/trading,A few times/wk,A classmate,Sometimes informal,Very confident,Very interested,0
SCH-PGIRLS_1 SC1_040,040,SCH-PGIRLS,1 SC1,1,Female,15,Form 1,Public,General Science,Day,Tertiary,Never a problem,48,39,45,9-10 out of 10,No,4,4,Sometimes,Mostly belong,5,4,5,5,5,5,4,5,3-5 hrs/wk,Sometimes,Heavy housework,About once/wk,A teacher,No,Not sure,Somewhat interested,0
SCH-PGIRLS_1 SC1_041,041,SCH-PGIRLS,1 SC1,1,Female,16,Form 1,Public,General Science,Day,SHS,Sometimes difficult,86,80,78,9-10 out of 10,No,3,8,Sometimes,Not sure,5,4,4,4,4,4,3,4,6-8 hrs/wk,Sometimes,None,Rarely,A classmate,No,Very confident,Very interested,0
SCH-PGIRLS_1 SC1_042,042,SCH-PGIRLS,1 SC1,1,Female,16,Form 1,Public,General Science,Day,SHS,Sometimes difficult,44,51,41,6-8 out of 10,No,5,2,Often,Strongly belong,5,5,5,4,5,4,5,5,3-5 hrs/wk,Sometimes,Heavy housework,A few times/wk,A classmate,Sometimes informal,Worried,Not very,1
SCH-PGIRLS_1 SC1_043,043,SCH-PGIRLS,1 SC1,1,Female,16,Form 1,Public,General Science,Day,No formal education,Very difficult,49,48,50,6-8 out of 10,No,4,4,Often,Mostly belong,5,4,4,5,5,5,2,4,3-5 hrs/wk,Rarely/Never,Paid work,Rarely,A family member,No,Worried,Not very,0
SCH-PGIRLS_1ARTS2_001_A,001,SCH-PGIRLS,1ARTS2,1,Female,17,Form 1,Public,General Arts,Boarding,Tertiary,Never a problem,55,50,56,9-10 out of 10,No,5,3,Sometimes,Mostly not belong,1,1,4,4,4,4,4,4,3-5 hrs/wk,Always,Heavy housework,A few times/wk,A classmate,Regular group,Very confident,Very interested,1
SCH-PGIRLS_1ARTS2_002_A,002,SCH-PGIRLS,1ARTS2,1,Female,16,Form 1,Public,General Arts,Boarding,JHS,Sometimes difficult,50,41,53,3-5 out of 10,No,5,0,Never,Strongly belong,5,5,5,5,5,5,4,5,8+ hrs/wk,Always,None,About once/wk,A classmate,No,Fairly confident,Not very,0
SCH-PGIRLS_1ARTS2_003_A,003,SCH-PGIRLS,1ARTS2,1,Female,15,Form 1,Public,General Arts,Boarding,Tertiary,Usually not a problem,67,65,60,9-10 out of 10,No,5,0,Never,Strongly belong,5,5,5,5,5,5,4,5,8+ hrs/wk,Always,None,About once/wk,A teacher,Sometimes informal,Very confident,Very interested,0
SCH-PGIRLS_1ARTS2_004_A,004,SCH-PGIRLS,1ARTS2,1,Female,16,Form 1,Public,General Arts,Boarding,JHS,Usually not a problem,49,65,70,9-10 out of 10,No,5,2,Never,Mostly belong,5,5,5,3,4,5,4,5,3-5 hrs/wk,Sometimes,Heavy housework,A few times/wk,A teacher,No,Very confident,Very interested,0
